"Partner Countries","1998-01-01+Sum(Export Value)","2018-01-01+Sum(Export Value)","2015-01-01+Sum(Export Value)","2001-01-01+Sum(Export Value)","2002-01-01+Sum(Export Value)","2007-01-01+Sum(Export Value)","2009-01-01+Sum(Export Value)","2010-01-01+Sum(Export Value)","2011-01-01+Sum(Export Value)","2013-01-01+Sum(Export Value)","2014-01-01+Sum(Export Value)","2016-01-01+Sum(Export Value)","2019-01-01+Sum(Export Value)","2020-01-01+Sum(Export Value)","2021-01-01+Sum(Export Value)","2022-01-01+Sum(Export Value)","2023-01-01+Sum(Export Value)","2024-01-01+Sum(Export Value)","1992-01-01+Sum(Export Value)","1997-01-01+Sum(Export Value)","1989-01-01+Sum(Export Value)","2003-01-01+Sum(Export Value)","2008-01-01+Sum(Export Value)","2017-01-01+Sum(Export Value)","1986-01-01+Sum(Export Value)","1987-01-01+Sum(Export Value)","1988-01-01+Sum(Export Value)","1993-01-01+Sum(Export Value)","Cluster","PCA dimension 0"
"Guinea",0.002288168903363468,0.0034737559237271003,0,0.0006806930693069306,0,0,0,0,0,0.0076900264855965395,0.009825958512619613,0.005533653161069681,0.0061615110940326095,0.004013493216457785,0.002308352629718597,0.0017460748099143658,0.0016123789090436253,0.00122570282023585,0,0.003094765939546902,0,0,0.0006715213883922732,0.0026714388121896,0,0.002590718620138056,0,0,"cluster_1",0.176830599780204
"Guinea-Bissau",0,0,0,0,0.0001398014818957081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18695109671050483
"Haiti",0,0.0029646710038705427,0.0007893975142749384,0,0,0,0,0.002990231237814303,0.0008058017727639,0,0.0005020988901279184,0.003075571177504394,0.000702279759104792,0,0.0008007098184336384,0.0015373806095261948,0,0,0,0,0,0.0008728984022164029,0,0.001041757992398261,0,0,0,0,"cluster_1",0.18392123996727872
"Honduras",0,0,0,0,0,0,0.0031816215696640554,0.0013082261665437575,0,0.0012475840840994387,0,0.0021552747826913033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18552515880965328
"Hungary",0.06502330282441462,0.0014523893301790032,0.0007016866793555009,0.03413778877887789,0.019971640270815442,0.0006274412767988123,0.0004229345893209016,0.000030306397680550367,0.0005951944912460626,0.0022906461871989693,0,0.0012052914074003706,0.0020670875928367463,0.00003693398665451949,0.0010387586833733688,0.0016625971297590974,0.0026916325336454067,0.006940052498139059,0.015120358050078627,0.05898083047893756,0.000959260781895421,0.03836957759307753,0.0008110583002659922,0.0012067889614910548,0,0,0,0,"cluster_1",0.1313936667145278
"Iceland",0,0,0,0.0010726072607260726,0.01735535539533862,0,0.0005767289854375932,0.0011819495095414642,0.0003021756647864625,0,0,0,0,0,0,0,0,0,0,0,0,0.00876693612660822,0,0,0,0,0,0,"cluster_1",0.1800317797313728
"India",0.007468134089505306,0.09867263593690341,0.4559647753286964,0.024690594059405938,0.02632262187693475,0.08714363986638152,0.1296438698514923,0.092565840648961,0.21773130173613653,0.16081563366022764,0,0.1513204768916544,0.09235641360302643,0.021415556595178884,0.5267949245096554,0.23928877016507713,0.2826994343670763,0.5359231669026658,0,0.005919115437774172,0,0.06751679380621656,0.02398290672829547,0.058333290356518464,0.012943774418209613,0.019386921217811628,0.0025935055192369523,0,"cluster_0",-0.4401658553251212
"Indonesia",0.00929305407378292,0.05075127458393537,0.07408934225644895,0.0010726072607260726,0.0035150086876635177,0.009429293554145532,0.012351612438121787,0.04453020032528867,0.060325250897370154,0.05391199419157574,0,0.04659668455802024,0.04028833221807774,0.029356363725900576,0.01838025781413433,0.05266050323128187,0.03750731421884143,0.07235564410963044,0.00004536107415023588,0.015729223003425274,0.0002936512597639044,0.0018786291699874759,0.017956656346749228,0.03819951212719762,0,0.00046945907881696313,0.0006858857571535741,0,"cluster_1",0.05425370603263062
"Iran (Islamic Republic of)",0.021267336739850637,0,0,0.0019389438943894389,0.0003994328054163088,0.0030665087753406744,0.020473878983034557,0.0012223580397821981,0.0046608307083730125,0,0,0.005023037096850805,0.00738718803209286,0.005583187649274863,0,0,0,0,0,0.005137912385073012,0,0.005275342517742609,0,0,0,0,0,0,"cluster_1",0.1715139119666548
"Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012171161302662008,0,0,"cluster_1",0.18696407578173865
"Ireland",0.0008422707619742826,0,0,0.07959983498349835,0.014179864592278964,0.04965623287792291,0.026942855769692894,0.07658426693875077,0.04486850780162625,0.008886480074446002,0,0.00017812188286704984,0.0006029005479107177,0,0.0003246120885541777,0,0,0,0.0057306157009798,0.000165254491917553,0.0001957675065092696,0.008823864283274507,0.04439018008982689,0.0009643997256360138,0.021555970783081364,0.009563055309234434,0.0016289786732397386,0,"cluster_1",0.10184103934339789
"Israel",0,0.003907975414192988,0.0013507468577593391,0,0.00021968804297896986,0.008351155022181376,0,0.001651698673589995,0.0012911142040876126,0,0,0.002499643756234266,0.002901872966866971,0.000430896510969394,0.00572759996248927,0.0032486730527091986,0.0020544828034588128,0.007650848197545236,0.003024071610015725,0.0002704164413196322,0.0008222235273389324,0,0.0013779270047529762,0.0029447713547495397,0.007117377271955155,0.016031158172934816,0.0026578073089701,0,"cluster_1",0.1748089032530365
"Italy",0.15636756696052556,0.22804009792398164,0.07389637841962618,0.06778052805280528,0.03199456771384634,0.01613672917513565,0.0141779208920075,0.021128610249623696,0.0290821185261153,0.06063054126742272,0,0.07311903291692395,0.03694919072195684,0.01305616428237264,0.026120452725659504,0.08091769796384025,0.057831090306221966,0.041741057686387986,0.00957118664569977,0.04823928850429661,0.007204244239541122,0.14002428934684427,0.004430296951990581,0.134087662387895,0.002768812638015967,0.00034774746579034307,0.003600900225056264,0,"cluster_1",-0.08488781653944016
"Japan",0.3386209220057274,0.01256241905175447,0.014200384173456948,0.4292285478547855,0.32364043058856423,0.0036232524434860994,0.004926226750612775,0.006192607259392458,0.009120210973555051,0.01411201668899365,0,0.00720799886001995,0.015370651331350165,0.009141161696993574,0.011404704711203445,0.012243393089439378,0.011839282231324362,0.012290609101543042,1,0.5651853854936602,0.6618116325052368,0.6449390868723671,0.002502943356734836,0.0036616246267463627,0.2533378630881603,0.451602246448629,0.7336619869253028,0,"cluster_2",-0.8759096619715898
"Jordan",0.05733056319838284,0.03643700448443922,0.02412047960284534,0.027784653465346535,0.0672644844321064,0,0,0,0.0021152296535052375,0.0018713761261491579,0,0.024022704602669455,0.028468831366729164,0.06731834634230419,0.04992533921963254,0.05902567634312109,0.0470450555880632,0.03906018256815524,0,0.018944174028003122,0,0,0.0005058213055422318,0.05767316648014729,0,0,0,0,"cluster_1",0.08120480466613847
"Kazakhstan",0,0.015309980310392069,0.0014121444422029454,0,0,0.013273476024673466,0.0013841495650502235,0,0.0057230239542890625,0.015768644735092905,0.0067841733759144325,0.001157792238635824,0.0001987584223881487,0.00576785758254746,0.006218124896304472,0.006692127359114024,0.002412066835706391,0.005971803238318045,0,0,0,0.0034346654521993244,0.018261893341472987,0.004244390236355291,0,0,0,0,"cluster_1",0.16411575179192475
"Kenya",0.05220674939637262,0.28064054861386656,0.12418100007893976,0.34042904290429044,0.11262007948712828,0.05128227787695081,0.05014658528379873,0.127312125589712,0.6419035235513881,0.26170632688748224,0.21228857841792143,0.07219873652211087,0.4393554926890027,0.2307697042818802,0.19979513370411248,0.4216318495175686,0.18567713412651973,0.13881224359584268,0.005851578565380429,0.044678805360254786,0.0007830700260370784,0.909579111161714,0.04377098504338726,0.08479497480699112,0.0003227450314251741,0.0012692782501347523,0.0012217340049298039,1,"cluster_0",-0.9709697018473641
"Kiribati",0,0,0,0,0,0.00370278725322116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005232634195264466,0,0,0,0,0,"cluster_1",0.18613755431251605
"Kuwait",0,0.000014973085878134054,0,0,0,0,0,0.000333370374486054,0,0,0.0013836911274455427,0,0.00027826179134340814,0.000055400979981779236,0,0,0,0.000033580899184543833,0,0,0,0,0.00014825796886582654,0.0002784897603440896,0,0,0,0,"cluster_1",0.18653453681432317
"Kyrgyzstan",0,0,0,0,0,0,0,0,0.0005768808145923375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.1868127798607083
"Lao People's Democratic Republic",0,0.005480149431397063,0,0,0,0,0,0,0,0,0,0,0.004107674062688406,0.00046783049762391356,0,0,0,0,0,0,0,0,0,0.0036616246267463627,0,0,0,0,"cluster_1",0.1847062445253483
"Latvia",0,0,0,0,0.0034151504863094407,0.0006097668746354655,0,0.00015658305468284355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009488026111047858,0,0,0,0,0,0,"cluster_1",0.1858226474115943
"Lebanon",0,0,0.0065958547859417075,0,0,0,0,0.007829152734142178,0,0,0,0.002944948463401891,0,0,0,0.006156478911451051,0.0020414797477407193,0.0002126790281687776,0,0,0,0,0,0.0003145902848331382,0,0,0.00503697352909656,0,"cluster_1",0.18123592350149165
"Lesotho",0,0,0,0,0,0.012513476731649553,0,0.0022426734283607272,0.016821112006446412,0,0,0,0,0,0,0.0024625915645804203,0.0005851375073142189,0,0,0.00015023135628868456,0.00001957675065092696,0,0.01602930275149348,0,0,0,0.0017575822527060338,0,"cluster_1",0.17504075819981096
"Liberia",0.0001403784603290471,0.0003743271469533513,0,0.0018151815181518152,0.00029957460406223165,0.0007158132876155464,0,0,0,0,0,0.0005581152329834228,0,0,0.00033903929248991897,0,0,0,0.00031752751905165117,0.003064719668289165,0.010865096611264462,0.00079699419332802,0.0002616317097632233,0,0.00349923560387294,0.0069201745692278275,0.009602400600150038,0,"cluster_1",0.1805660608830729
"Libya",0,0,0,0,0,0,0.005892247801220743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012400203838967215,0,0.0006215839674204265,0,"cluster_1",0.1845320385591238
"Lithuania",0,0.010653350602292378,0.02447132294252309,0,0,0.017356262924406583,0.031210650261931084,0.02464920344684763,0.052862427660977214,0.06657190481547004,0.0601642914275372,0.002499643756234266,0.0006757786361197056,0.006648117597813508,0.02329272075425422,0.028563279559794368,0.04229243872309993,0.048927370111880364,0,0,0,0.0028084557288701657,0.05714908646928008,0.012991031598273363,0,0,0,0,"cluster_1",0.08421074009995305
"Luxembourg",0,0.0015047951307524724,0.0017015901974370895,0,0,0.00704324926209371,0.0036430047580141302,0.0014648092212266011,0.010383854662662076,0,0.012540795534822893,0.0008965468104308175,0,0.004210474478615222,0.0023444206395579503,0,0.0007541772316494377,0.0006940052498139059,0,0,0,0.009791642946601389,0.01641302925914621,0,0,0,0,0,"cluster_1",0.17117944659282047
"Madagascar",0.00018249199842776124,0.006932538761576066,0.0004122409241213567,0,0.017774759841025743,0.020113469661888688,0,0.0051066280091727366,0,0.000664696438249701,0.00008757538781300903,0.00018405927896261818,0.0017689499592545234,0.000800236377514589,0.010214460386504793,0.005335615056590911,0.003257265457382485,0.000274244010007108,0,0,0,0.10639872480929068,0,0.0030015007503751876,0,0,0,0,"cluster_1",0.14129578817256655
"Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013283236555467,0,0,0,0,0,0,"cluster_1",0.186941835903949
"Malaysia",0.010626649446908866,0.002807453602150135,0.009674505091613968,0.015037128712871287,0.015737652533402566,0.02948974000954418,0.014793098476474264,0.015744173595045916,0.030235880155299977,0.016126558201842743,0.006264559408223912,0.007083313542013015,0.007089050398510636,0.006161820106862335,0.010243314794376275,0.0044034476281904125,0.008666536636109485,0.007953076290206132,0.0009374621991048749,0.007436452136289886,0.0006068792701787358,0.045163004288587806,0.030349278332533904,0.0028158409101457947,0,0,0.00017147143928839353,0,"cluster_1",0.11974396673678164
"Maldives",0,0,0,0.0001443894389438944,0,0,0,0,0,0,0,0,0,0,0,0.000006956473346272374,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18694457358539315
"Mali",0,0,0.0003596144231696942,0.004702970297029703,0.0014978730203111582,0,0,0,0,0,0.049042217175285056,0,0,0,0.0006059425653011318,0,0,0,0,0.0022234240730725314,0,0.0007590420888838286,0,0,0,0,0,0,"cluster_1",0.17585462127456614
"Malta",0.0001544163063619518,0.0007187081221504346,0,0,0,0,0,0,0,0,0,0,0,0.0002831605643513161,0.001183030722730781,0,0,0,0,0.0003755783907217114,0.0001957675065092696,0,0,0.00025270367142334055,0.0003227450314251741,0.00034774746579034307,0.00021433929911049193,0,"cluster_1",0.18630904252624828
"Mauritania",0.0014739738334549946,0.003099428776773749,0,0.0019389438943894389,0.0009386670927283258,0.0002120928259601619,0.000591147210073533,0.002767984321490267,0,0.00028633077339987117,0,0.0030696337814088257,0.0019345819779113139,0.004653682318469456,0.003498596954417249,0.007074733393159004,0.006969637864898251,0.003928965204591629,0,0,0,0.0007021139322175414,0.0005843108184711987,0.0002991186314806888,0,0,0,0,"cluster_1",0.17947165521431277
"Mauritius",0.001207254758829805,0.01599125571784717,0.006359035531659226,0.0022483498349834983,0.0014179864592278964,0.001882323830396437,0,0.00037882997100687957,0.030382389568529778,0.0021372547014490385,0.0009458141883804975,0.013697572792476133,0.0011660494113438058,0.0016866520572230567,0.0006347969731726143,0.0027756328651626773,0.004362525193420454,0,0.0015725172372081772,0.0007962261883300281,0.002075135568998258,0.004402444115526206,0.0009331530981554965,0.0065032516258129065,0.0007474095464582979,0.0029732408325074335,0.0012646018647519022,0,"cluster_1",0.16383244981126016
"Mexico",0,0,0,0.10664191419141913,0.04921012162728925,0.07385248943954471,0.022103138366895758,0.026331208518118175,0.004413596073547725,0.03605722525028378,0.01652839485990857,0.0005403030446967178,0,0.000018466993327259746,0.00002164080590361185,0,0.0009752291788570314,0.0033189122027390823,0,0,0.005579373935514184,0.046662112414133365,0.04745999215104871,0,0,0.004990176134091423,0,0,"cluster_1",0.08737067575123683
"Morocco",0.016171598629906227,0.016096067318994108,0.026348334809799055,0.009240924092409241,0.004593477262287551,0.009261386733593736,0.006401691738357284,0.004657083110244573,0.0223426855175445,0.0413338923600814,0.009580747426743188,0,0.019080808549262276,0.014724349346268437,0.01927474445815029,0.025043304046580547,0.03594694753267018,0.027222915605603533,0,0.033636800673036475,0,0.02417549053094994,0.027933545545720143,0.010268020608242265,0,0,0,0,"cluster_1",0.1052849635816002
"Mozambique",0.01040204391038239,0.06430940384658576,0.08185175114681917,0.4226897689768977,0.0697209961854167,0.04428321462026547,0.061512952371797956,0.11209831395407571,0.2532506776060362,0.11687408604239741,0.04311628259993811,0.08620505391155656,0.05848135314733962,0.03823283185187009,0.09499592431488815,0.08029161536267575,0.10856901371822378,0.06951246131200574,0.024827627918229105,0.008277747731506519,0.006303713709598481,0.04336027932748871,0.1293419962499455,0.06138636328473515,0.15383047392559876,0.02389025089979657,0.07756939234808702,0,"cluster_0",-0.2900691518524126
"Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012119461792752047,0,0,0,0,"cluster_1",0.18681917743890056
"Namibia",0.004548262114661126,0,0.000438554174597188,0,0,0,0,0.0003182171756457788,0,0.0009305750135495813,0,0,0.00009275393044780272,0.002702336690222343,0,0,0,0.00007275861489984497,0,0.0020882158524127155,0,0,0,0,0,0.0006954949315806861,0,0,"cluster_1",0.18477707930831377
"Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019186325382636375,0,0,0,0,0,"cluster_1",0.18694156322162583
"Nepal",0,0.00026202900286734595,0,0,0,0,0,0,0,0,0,0,0,0,0.001839468501807007,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.1866124314458306
"Netherlands (Kingdom of the)",0.6230417204784098,0.328269934792211,0.17956162124707267,0.2131394389438944,0.22436140680234068,0.2776471835840153,0.2504301437016389,0.3748497307781673,0.23555050912021097,0.46478642792134084,0.16907888207098276,0.16771362751151855,0.23917263494040558,0.177363159579445,0.16086332388351474,0.1342112402696329,0.04476952083739679,0.06528126801475322,0.5905255836458208,0.8040983113995552,0.4037313286740667,0.7653800903260086,0.4510792308027733,0.11660985131741128,0.2567861389502293,0.48371672491436724,0.5167077483656629,0,"cluster_2",-1.5344873960550731
"New Zealand",0.03750912459992139,0.03662416805791589,0.004885493505012674,0.031745049504950495,0.046533921830999976,0.00706976086533873,0.0024078435142019516,0.018542464314216734,0.022525822284081752,0.011586170223644787,0.005610663179220112,0.0036277490143922482,0.0026103606140310195,0,0,0.00020869420038817122,0.0002665626422209219,0,0.02597677513003508,0.027176852352623036,0.024960357079931873,0.030399635659797336,0.003523307024811407,0.0020371010247391737,0.018294547307626974,0.030497452749813088,0.020040724466830993,0,"cluster_1",0.10343641406087595
"Niger",0,0,0.0047100718351738,0.0009694719471947194,0,0.003101857579667368,0.008035757197097131,0.007293739708452455,0.0045601054867775255,0,0.00037949334718970576,0.00023155844772716479,0,0,0,0,0,0,0,0,0,0.005199438308854226,0.0012732743208476868,0,0,0,0,0,"cluster_1",0.17906330215883662
"Nigeria",0,0.0035186751813615024,0,0.0007219471947194719,0.0010584969343532184,0.0002739532335318758,0.000033642524150526267,0.00006061279536110073,0,0,0.0003152713961268325,0.0005403030446967178,0.00018550786089560544,0.0031517001945189963,0.0007213601967870617,0.008438202169028389,0.0008647032052532345,0.0005428912034834586,0.0006652957542034596,0,0.005168262171844717,0.0022201981099851985,0.003767496620590416,0.0006343377874504263,0,0,0.0018433179723502304,0,"cluster_1",0.18085592410890008
"North Macedonia",0.0053203436464708855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011397491109235575,0.000688690861280965,0.0010207398738703596,0.0007051988828754205,0,0.006354786371011357,0,0,0,0,0,0,0,0,"cluster_1",0.18405525993943767
"Norway",0.0050255488797798864,0,0,0.0020833333333333333,0.0028759161989974236,0.0011399989395358703,0,0,0,0,0,0,0,0,0,0,0,0,0.022846861013668805,0.011913346553692685,0.017364577827372215,0.005427150935519375,0,0,0.014421606930524885,0.014361970337141169,0.02151966563069339,0,"cluster_1",0.16676349702863552
"Oman",0.0009966870683362345,0,0,0,0,0,0,0,0,0,0,0,0.0008149095317914097,0.0019205673060350135,0.0008223506243372503,0.0004034754540837977,0.002080488914895,0.0030334745596704597,0,0,0,0,0,0,0.000016986580601324952,0,0,0,"cluster_1",0.18542778041397467
"Pakistan",0.05462125891403223,0.022848929050032565,0.0008157107647507697,0.03104372937293729,0.02099019392462703,0.04379716856077343,0.03712692843754506,0.03592318338401237,0.013277415573950626,0.008119522645696346,0.01452583765858443,0.0005818648173656961,0.0027693673519415384,0.00006155664442419915,0.00002164080590361185,0.001968681956995082,0.025173915870229505,0.0157830226167356,0.030785048989960085,0.020596718947178655,0.05469744131868993,0.031519222740900986,0.027724240177909563,0.0007013816186443737,0.01618821131306268,0.05969085250291239,0.06672382381309613,0,"cluster_1",0.0686843848810073
"Panama",0.0024987365938570383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008157562646475571,0,0,0,0,0,0,0,0,"cluster_1",0.18474917987005143
"Papua New Guinea",0.004365770116233365,0,0,0.009694719471947194,0,0,0,0,0,0,0.00019850421237615378,0,0,0,0,0,0,0,0.0021319704850610863,0.02870921218676762,0.026232845872242127,0,0,0,0.007898759979616104,0.01582250969346061,0.014446468760047156,0,"cluster_1",0.16788365234213426
"Paraguay",0,0.00768119305548277,0,0,0,0,0.1674869034459557,0.012668074230470052,0.017370522306058164,0,0,0,0.025904847717922046,0.010520030532095635,0,0,0.000942721539561797,0.009839203461071344,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.14354095044612217
"Peru",0.0011370655286652815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021483083949281894,0,0,0,0,0.0019874299303550193,0,0,0,"cluster_1",0.18608048211768177
"Philippines",0.016297939244202368,0.006910079132758866,0.05723131978493304,0.1285684818481848,0.1273990932875317,0.01636649640325916,0.1289325707694526,0.10631989412965077,0.16386162185920444,0.14426980539733508,0.08640771597550224,0.04568826295539828,0.003928791482539072,0.0018590106616108142,0.0058430175939752,0.02356157522382453,0.01664391131916,0.006777744818747097,0.09433591387444056,0.04872002884442041,0,0.0943109795438157,0.07303885230889984,0.00454866608562013,0,0,0,0,"cluster_1",-0.1232583077800395
"Poland",0.10615419170082542,0.1442207631781872,0.1353904447816439,0.016357260726072607,0.037606598629945476,0.16700542604146415,0.0757677704618638,0.12971138207275557,0.1891161819646912,0.18036793504381884,0.18110590199730267,0.07127250273120221,0.06572941028376077,0.07878019353409008,0.12605048078657116,0.12724781045001426,0.1304011442689032,0.16376285168995877,0,0.12829757827053662,0,0.05343656305742153,0.2666288754197009,0.08455258557113608,0,0,0,0,"cluster_0",-0.33807786135161166
"Portugal",0.276812285922848,0.020805102827667267,0.19729675206778294,0.08428217821782177,0.08364122945417507,0.2550769720214214,0.13767001489883213,0.1400711190132237,0.22768478499743608,0.4660340120054403,0.1761199432511487,0.04522514605994395,0.011547864340751439,0.012766848053578904,0.021583097087868885,0.012744259170370989,0.10306872114947013,0.09314781752139384,0.03093625257046087,0.15147827654588064,0.027055069399581057,0.04506812402747733,0.296672916757511,0.03444505758033656,0.009784270426363172,0.027332950811120967,0.07454720823062909,0,"cluster_0",-0.4580324130080773
"Puerto Rico",0.004786905497220506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014332071389940507,0,0,0,0,0,0,0,0,"cluster_1",0.18298690566603695
"Qatar",0,0.0003593540610752173,0,0,0,0,0,0,0,0,0,0,0.0030145027395535886,0.0011141752640780047,0.00033182569052204834,0.00018086830700308172,0,0.000016790449592271917,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18616109689622817
"Republic of Korea",0,0.08307068045188773,0.11152432660006491,0.0002268976897689769,0,0.27064812032732993,0.05142980727639737,0.10712301366818536,0.20655080213903743,0.2901962388407694,0.0960001401206205,0.12613998005034913,0.10234733696840403,0.04842045650407505,0.08375713244894573,0.11528963276777206,0.13387296014563424,0.1053041030261987,0,0,0,0.024023682113173177,0.24597741246239044,0.03359927386373599,0,0,0,0,"cluster_0",-0.2669534266290571
"Republic of Moldova",0,0,0,0,0,0,0,0,0,0.00015339148574993098,0,0,0,0.0004124295176421343,0.000432816118072237,0.001154774575481214,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18662146232172733
"Romania",0,0.010645864059353312,0.012963661401092877,0,0.03439116454634419,0.06215203520740911,0.0031143365213630032,0.01812322581296912,0.009578052889898176,0.012383805949544427,0.03661818882421284,0.008383603286942478,0.011786374447617218,0.005964838844704897,0.003873704256746521,0.0028034587585477667,0.015389116442363956,0.049755698958432446,0,0,0,0.0003795210444419143,0.04779139231674879,0.0018204978778048819,0,0,0,0,"cluster_1",0.12062407659956027
"Russian Federation",0.006808355325958785,0.1615895427968227,0.3326696546824429,0.03065181518151815,0.16652353657805916,0.2631541738100709,0.17352333349353585,0.08482255604158039,0.28021756647864626,0.41938254813936127,0.15811444351679402,0.1974421697620292,0.21800486295606775,0.08685026961810258,0.15287786650508198,0.019985947923840532,0.008601521357519017,0.029942968439551583,0,0.0004356709332371852,0,0.1957949068275836,0.21818340382854404,0.09833782870816851,0,0,0,0,"cluster_0",-0.511683920756582
"Rwanda",0,0.011941035987811908,0.009341203918920104,0,0,0.001263719754679298,0.009645792281443745,0.0005606683570901818,0.0123067907113032,0.0008078618249496365,0.001080096449693778,0.0214458746971928,0.0658155389334623,0.07062393814788369,0.22114018192704163,0.05971436720440206,0.10529224367726416,0.005261007538911867,0.010720333857505746,0.007481521543176491,0.0015857168027250837,0,0.017485719269175425,0.003584266359984116,0.0008153558688635977,0.0003651348390798602,0.001993355481727575,0,"cluster_1",0.0793699375767262
"Saint Kitts and Nevis",0,0,0,0.004311056105610561,0,0,0,0,0,0,0,0.00037405595402080467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.1858730709717342
"Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005408328826392644,0,0,0.0005581476474948764,0,0,0,0,0,"cluster_1",0.18674919601985496
"Saudi Arabia",0,0.008474766607023874,0.0009034215996702073,0.0011757425742574257,0.0005791775678536478,0.002659997525583697,0.0018647570529148846,0.004394427663679803,0.005741337630942788,0.011872500997044658,0.0047816161745902926,0.0008668598299529759,0.009169388552839927,0.004924531553935932,0.0066942226261839325,0.013105995784377152,0,0.007382201004068886,0,0,0.00027407450911297744,0.0022391741622072945,0.0005668687044869838,0.0018720700556463798,0,0,0,0,"cluster_1",0.16957467580664326
"Senegal",0.0018389578303105172,0.007658733426665568,0.010095517099227269,0.000020627062706270627,0.0022368237103313295,0.00007953480973506072,0.0003364252415052627,0.012107405873379872,0.0018954655336605377,0.0035280041722484125,0.0033045113001442072,0.00550396618059184,0.002742866228956452,0.0019021003127077537,0.0052659294365455505,0.005467788050170086,0.003816396853260516,0.008322466181236114,0.0001663239385508649,0.0004657172044949221,0.00017619075585834264,0.002144293901096816,0.00015697902585793397,0.0031613745016838314,0.0040088330219126885,0.0005911706918435832,0.0022505626406601653,0,"cluster_1",0.17051101950662123
"Serbia",0,0.012277930420069924,0.009885011095420618,0,0,0.002182788667173333,0.0025856682847118758,0.010915354231278224,0.006244963738920225,0.045506140772479525,0.009685837892118798,0.0045005462404407925,0.003584276883732948,0.003693398665451949,0.016807692585138537,0.04639967721963673,0.04789025420973929,0.08975614670375491,0,0,0,0,0,0.009019973904478012,0,0,0,0,"cluster_1",0.130022229543037
"Serbia and Montenegro",0,0,0,0,0.00810848594995107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.185256965239526
"Seychelles",0.0005474759952832837,0.0010331429255912496,0.0007455420968152197,0,0.000858780531645064,0.00025627883136852895,0.0005863411351948864,0.0005101576942892645,0.000604351329572925,0.0007362791315996687,0.00040868514312737545,0.0006293639861302428,0.0009407898659705705,0.00003693398665451949,0.0009738362656625333,0.0008973850616691363,0.00042259931083804694,0.0003805835240914968,0.0008467400508044031,0,0.0007047630234333705,0.0005123534099965843,0,0.00039710576937953515,0.0011211143196874467,0,0.000664451827242525,0,"cluster_1",0.1842525067732605
"Sierra Leone",0.001600314447751137,0.00038181368989241836,0,0.0030321782178217823,0.002855944558726608,0.0009986037222290956,0,0,0.0000274705149805875,0,0,0.0020959008217356196,0.0016563201865679058,0.0012372885529264028,0.0028854407871482467,0.003624322613407907,0,0.0048076653999205255,0.0009525825571549535,0.001487290427257977,0.0017227540572815724,0.0025238149455387303,0.00027035276675533074,0.0005415078673357297,0.001019194836079497,0.0005911706918435832,0.004072446683099347,0,"cluster_1",0.18002662042863107
"Singapore",0.055744286596664604,0.07832421222851924,0.06044153634298445,0.02211221122112211,0.012861736334405145,0.03451810742501635,0.003907338876339693,0.009576821667053917,0.023789465973188775,0.04515845340477968,0.023896404154576396,0.030476654158552226,0.07573358421063092,0.06023317656907887,0.03702741890107988,0.028632844293257093,0.017365580911514206,0.00741578190325343,0.009752630942300715,0.010275824770146024,0.00785027701102171,0.009336217693271092,0.003767496620590416,0.021531384248825444,0.004892135213181586,0.008085128579625477,0.004115314542921445,0,"cluster_1",0.053165869594451756
"Slovakia",0,0,0,0.0002268976897689769,0,0,0,0,0,0,0,0,0,0,0,0.00041738840077634243,0,0,0,0,0,0,0,0,0,0,0,0,"cluster_1",0.18685857908873107
"Slovenia",0.012086585434330955,0,0,0,0,0,0,0,0,0.00023520027814989417,0,0,0,0,0,0,0,0,0,0.006550087134186647,0,0.004212683593305249,0,0,0,0,0,0,"cluster_1",0.18203213467513987
